Date,SPX Index,USGG10YR Index,USDMXN Curncy,XAU Curncy
2015-02-27,1876.63,2.307,14.6507,1175.74
2015-03-02,1880.6,2.339,14.5763,1165.38
2015-03-03,1879.18,2.307,14.4124,1174.78
2015-03-04,1874.28,2.36,14.6191,1183.74
2015-03-05,1847.51,2.378,14.749,1171.84
2015-03-06,1834.99,2.414,14.67,1179.87
2015-03-09,1827.29,2.391,14.6991,1196.55
2015-03-10,1847.45,2.421,14.7433,1217.58
2015-03-11,1854.55,2.383,14.868,1249.76
2015-03-12,1822.87,2.414,14.7842,1240.03
2015-03-13,1829.52,2.42,14.8988,1272.34
2015-03-16,1823.21,2.44,14.843,1268.67
2015-03-17,1811.64,2.399,14.706,1262.3
2015-03-18,1823.48,2.367,14.7819,1266.4
2015-03-19,1843.12,2.388,14.9173,1260.16
2015-03-20,1861.11,2.355,15.1912,1265.08
2015-03-23,1846.29,2.371,15.0654,1250.51
2015-03-24,1841.33,2.324,15.1405,1248.2
2015-03-25,1848.18,2.353,15.0983,1263.1
2015-03-26,1867.04,2.31,15.1825,1262.83
2015-03-27,1858.86,2.33,15.0283,1264.82
2015-03-30,1856.15,2.352,14.8972,1270.63
2015-03-31,1836.47,2.327,14.8177,1284.47
2015-04-01,1815.35,2.348,14.8271,1265.86
2015-04-02,1830.9,2.357,14.7619,1272.92
2015-04-03,1856.64,2.338,14.8313,1270.23
2015-04-06,1856.05,2.303,14.9395,1272.52
2015-04-07,1875.52,2.234,15.0035,1285.1
2015-04-08,1883.06,2.246,15.1757,1271.74
2015-04-09,1871.7,2.192,15.2212,1260.58
2015-04-10,1879.23,2.195,15.0933,1239.19
2015-04-13,1909.12,2.186,15.2392,1233.45
2015-04-14,1909.2,2.21,15.176,1248.68
2015-04-15,1940.08,2.199,15.2743,1247.7
2015-04-16,1890.67,2.188,15.4447,1233.11
2015-04-17,1907.04,2.213,15.4954,1228.1
2015-04-20,1909.47,2.225,15.3352,1212.13
2015-04-21,1904.53,2.236,15.2382,1200.28
2015-04-22,1907.04,2.253,15.3811,1204.85
2015-04-23,1870.26,2.199,15.3642,1192.54
2015-04-24,1866.9,2.226,15.374,1204.91
2015-04-27,1874.33,2.247,15.4571,1204.5
2015-04-28,1902.99,2.212,15.5338,1205.79
2015-04-29,1893.91,2.203,15.5654,1203.13
2015-04-30,1879.42,2.202,15.544,1211.89
2015-05-01,1870.76,2.197,15.5112,1220.83
2015-05-04,1888.72,2.209,15.6059,1224.88
2015-05-05,1895.69,2.259,15.6677,1231.49
2015-05-06,1886.43,2.297,15.6408,1229.51
2015-05-07,1896.9,2.251,15.761,1235.9
2015-05-08,1899.5,2.273,15.748,1232.52
2015-05-11,1918.76,2.319,15.6557,1232.91
2015-05-12,1906.09,2.333,15.574,1230.24
2015-05-13,1900.62,2.371,15.4689,1225.55
2015-05-14,1893.94,2.442,15.4406,1218.34
2015-05-15,1867.17,2.478,15.5758,1223.85
2015-05-18,1873.46,2.486,15.4895,1238.74
2015-05-19,1879.1,2.523,15.5112,1252.24
2015-05-20,1879.95,2.528,15.4413,1238.53
2015-05-21,1876.3,2.529,15.4144,1253.36
2015-05-22,1850.67,2.517,15.2536,1250.15
2015-05-25,1843.64,2.572,15.2312,1257.31
2015-05-26,1838.06,2.543,15.2118,1247.47
2015-05-27,1824.11,2.597,15.2707,1249.44
2015-05-28,1821.9,2.614,15.2958,1253.35
2015-05-29,1830.0,2.565,15.1692,1237.08
2015-06-01,1865.6,2.578,15.286,1244.25
2015-06-02,1869.6,2.505,15.3098,1259.79
2015-06-03,1875.17,2.527,15.3323,1258.19
2015-06-04,1874.53,2.558,15.3325,1274.07
2015-06-05,1839.64,2.537,15.2783,1272.27
2015-06-08,1839.89,2.541,15.3028,1282.42
2015-06-09,1841.73,2.61,15.355,1257.45
2015-06-10,1888.42,2.592,15.1696,1285.51
2015-06-11,1885.54,2.555,15.1137,1303.32
2015-06-12,1891.99,2.607,15.088,1300.37
2015-06-15,1892.09,2.676,15.1163,1277.88
2015-06-16,1870.86,2.676,15.2443,1281.58
2015-06-17,1893.12,2.711,15.1634,1265.41
2015-06-18,1908.17,2.758,15.1118,1270.87
2015-06-19,1924.09,2.733,15.0589,1275.97
2015-06-22,1907.44,2.716,14.9759,1265.58
2015-06-23,1935.16,2.759,14.9407,1278.8
2015-06-24,1908.98,2.818,15.0227,1288.49
2015-06-25,1920.99,2.837,14.9135,1300.25
2015-06-26,1964.31,2.807,14.9595,1300.74
2015-06-29,1945.73,2.876,14.7835,1284.66
2015-06-30,1935.52,2.858,14.7267,1296.41
2015-07-01,1938.22,2.846,14.6939,1293.64
2015-07-02,1929.26,2.858,14.8684,1277.95
2015-07-03,1900.33,2.913,14.841,1293.98
2015-07-06,1902.4,2.943,14.6153,1319.06
2015-07-07,1883.05,2.957,14.4133,1318.96
2015-07-08,1892.75,2.973,14.4179,1345.25
2015-07-09,1876.17,2.975,14.4812,1346.76
2015-07-10,1906.24,2.995,14.5204,1342.56
2015-07-13,1892.13,2.906,14.5386,1335.36
2015-07-14,1886.8,2.896,14.6586,1355.59
2015-07-15,1902.97,2.904,14.6045,1346.51
2015-07-16,1880.44,2.864,14.6974,1355.86
2015-07-17,1885.48,2.878,14.5316,1349.45
2015-07-20,1911.05,2.87,14.441,1344.28
2015-07-21,1881.33,2.932,14.2607,1357.21
2015-07-22,1885.56,2.987,14.2344,1352.98
2015-07-23,1891.22,2.971,14.2309,1348.46
2015-07-24,1906.83,2.966,14.2434,1362.69
2015-07-27,1884.14,2.963,14.2507,1382.84
2015-07-28,1860.17,2.947,14.1596,1391.3
2015-07-29,1870.65,2.954,14.1419,1383.54
2015-07-30,1876.97,2.928,13.9956,1377.61
2015-07-31,1882.43,2.888,14.1309,1379.02
2015-08-03,1889.72,2.91,14.102,1383.42
2015-08-04,1877.66,2.932,14.055,1371.59
2015-08-05,1882.78,2.904,14.2133,1380.96
2015-08-06,1889.06,2.935,14.0914,1382.43
2015-08-07,1876.36,2.913,13.9819,1361.66
2015-08-10,1912.47,2.922,13.8761,1350.73
2015-08-11,1922.32,2.951,13.8707,1345.02
2015-08-12,1900.31,2.95,13.9137,1344.54
2015-08-13,1913.6,2.966,13.9871,1368.01
2015-08-14,1895.79,2.948,14.2423,1371.35
2015-08-17,1911.54,2.941,14.021,1361.42
2015-08-18,1934.59,2.934,14.082,1364.54
2015-08-19,1919.54,2.908,14.0283,1360.63
2015-08-20,1938.9,2.902,13.9719,1365.02
2015-08-21,1947.7,2.847,13.9125,1372.58
2015-08-24,1964.56,2.83,13.8254,1388.02
2015-08-25,2002.98,2.82,13.9905,1388.13
2015-08-26,1998.87,2.811,14.0744,1409.18
2015-08-27,1984.66,2.803,14.0778,1421.17
2015-08-28,1967.87,2.801,14.2127,1412.58
2015-08-31,1952.66,2.818,14.0642,1441.39
2015-09-01,1951.94,2.848,13.9349,1446.07
2015-09-02,1959.39,2.826,13.7251,1435.67
2015-09-03,1965.61,2.784,13.6592,1457.62
2015-09-04,1982.73,2.747,13.6758,1485.58
2015-09-07,1983.78,2.73,13.6867,1485.59
2015-09-08,2013.63,2.718,13.7021,1479.31
2015-09-09,2009.11,2.691,13.5685,1477.46
2015-09-10,2065.34,2.646,13.6461,1487.44
2015-09-11,2079.13,2.63,13.6701,1505.1
2015-09-14,2062.21,2.636,13.7415,1513.3
2015-09-15,2041.06,2.657,13.5618,1515.14
2015-09-16,2051.75,2.638,13.5924,1536.17
2015-09-17,2047.99,2.623,13.481,1532.31
2015-09-18,2063.49,2.591,13.4446,1547.06
2015-09-21,2074.11,2.59,13.4961,1543.51
2015-09-22,2073.43,2.56,13.5058,1549.98
2015-09-23,2056.77,2.58,13.4266,1548.86
2015-09-24,2026.66,2.518,13.4282,1548.55
2015-09-25,2018.43,2.505,13.2861,1543.76
2015-09-28,2036.61,2.516,13.3946,1563.03
2015-09-29,2041.79,2.522,13.3764,1553.22
2015-09-30,2017.32,2.617,13.4827,1543.37
2015-10-01,2021.62,2.629,13.4341,1573.58
2015-10-02,2030.24,2.594,13.3861,1587.97
2015-10-05,2013.18,2.591,13.3157,1554.71
2015-10-06,2017.08,2.528,13.3987,1547.28
2015-10-07,2019.07,2.526,13.3334,1522.71
2015-10-08,1996.92,2.497,13.3948,1510.19
2015-10-09,2004.88,2.529,13.36,1468.57
2015-10-12,2016.96,2.51,13.1775,1467.2
2015-10-13,2039.74,2.505,13.1261,1452.64
2015-10-14,2062.17,2.483,13.0192,1453.86
2015-10-15,2034.77,2.544,13.0234,1433.18
2015-10-16,2016.58,2.533,12.9163,1434.68
2015-10-19,2027.81,2.597,13.0014,1429.76
2015-10-20,2039.07,2.626,12.9941,1449.65
2015-10-21,2050.42,2.643,12.979,1468.62
2015-10-22,2131.81,2.656,13.0398,1479.48
2015-10-23,2144.87,2.669,13.1291,1475.58
2015-10-26,2170.23,2.602,13.1283,1502.64
2015-10-27,2191.91,2.592,13.0587,1482.23
2015-10-28,2207.12,2.622,12.8986,1464.06
2015-10-29,2201.05,2.62,12.8378,1463.39
2015-10-30,2218.71,2.571,12.7835,1493.83
2015-11-02,2202.51,2.569,12.7941,1491.56
2015-11-03,2198.18,2.629,12.7642,1489.55
2015-11-04,2188.41,2.673,12.8269,1470.79
2015-11-05,2191.08,2.671,12.773,1483.81
2015-11-06,2243.28,2.704,12.7689,1497.04
2015-11-09,2202.67,2.691,12.8762,1508.16
2015-11-10,2218.72,2.632,12.9081,1500.09
2015-11-11,2184.1,2.599,12.9037,1491.03
2015-11-12,2174.69,2.654,12.8504,1474.22
2015-11-13,2199.38,2.645,12.7946,1475.78
2015-11-16,2201.67,2.636,12.7197,1461.94
2015-11-17,2178.94,2.626,12.6726,1446.96
2015-11-18,2164.28,2.692,12.7409,1441.88
2015-11-19,2179.91,2.749,12.7221,1435.98
2015-11-20,2164.91,2.827,12.6035,1429.47
2015-11-23,2170.47,2.821,12.7615,1435.92
2015-11-24,2172.33,2.832,12.7911,1437.37
2015-11-25,2159.08,2.779,12.6668,1434.08
2015-11-26,2206.75,2.831,12.6287,1436.87
2015-11-27,2221.68,2.79,12.6395,1424.54
2015-11-30,2178.01,2.797,12.7922,1426.31
2015-12-01,2182.95,2.759,12.6944,1428.68
2015-12-02,2169.41,2.738,12.7824,1409.9
2015-12-03,2188.86,2.709,12.9093,1423.02
2015-12-04,2172.45,2.688,12.8536,1412.2
2015-12-07,2170.83,2.669,12.8297,1413.77
2015-12-08,2182.69,2.65,12.738,1429.1
2015-12-09,2202.55,2.679,12.7209,1441.48
2015-12-10,2177.14,2.641,12.7187,1442.36
2015-12-11,2170.74,2.648,12.7786,1438.1
2015-12-14,2161.32,2.691,12.8775,1450.85
2015-12-15,2148.1,2.673,12.8112,1460.12
2015-12-16,2187.24,2.648,12.637,1452.45
2015-12-17,2196.99,2.64,12.6362,1442.53
2015-12-18,2170.33,2.681,12.6632,1416.3
2015-12-21,2191.22,2.688,12.6863,1418.69
2015-12-22,2239.12,2.67,12.6583,1418.06
2015-12-23,2263.26,2.687,12.6704,1433.07
2015-12-24,2230.02,2.648,12.8066,1438.14
2015-12-25,2220.14,2.672,12.8419,1455.95
2015-12-28,2249.34,2.686,12.8094,1447.27
2015-12-29,2234.38,2.676,12.7656,1462.61
2015-12-30,2245.21,2.646,12.7515,1456.1
2015-12-31,2263.58,2.615,12.8994,1466.77
2016-01-01,2243.59,2.634,12.8839,1448.07
2016-01-04,2243.15,2.677,12.8832,1451.58
2016-01-05,2172.48,2.655,12.8408,1426.3
2016-01-06,2151.2,2.671,12.941,1423.31
2016-01-07,2146.63,2.598,13.1208,1429.39
2016-01-08,2120.86,2.578,13.1633,1423.13
2016-01-11,2156.63,2.577,13.172,1410.16
2016-01-12,2126.86,2.545,13.1764,1421.37
2016-01-13,2118.36,2.512,12.9594,1420.47
2016-01-14,2121.98,2.489,13.0282,1414.65
2016-01-15,2153.65,2.499,13.0415,1415.61
2016-01-18,2123.8,2.493,13.0817,1450.04
2016-01-19,2149.51,2.414,13.0177,1465.61
2016-01-20,2150.59,2.34,12.9838,1481.47
2016-01-21,2130.43,2.319,12.9475,1487.73
2016-01-22,2141.16,2.335,13.0415,1490.41
2016-01-25,2146.28,2.239,13.008,1459.05
2016-01-26,2134.29,2.221,13.2001,1450.6
2016-01-27,2136.64,2.203,13.241,1444.77
2016-01-28,2129.27,2.252,13.1243,1421.02
2016-01-29,2132.54,2.238,13.1136,1406.72
2016-02-01,2147.57,2.252,13.0549,1382.28
2016-02-02,2182.77,2.257,12.857,1382.22
2016-02-03,2156.78,2.182,13.0028,1392.86
2016-02-04,2204.16,2.209,13.068,1407.22
2016-02-05,2162.42,2.217,13.1179,1412.91
2016-02-08,2160.0,2.235,13.1341,1401.13
2016-02-09,2173.62,2.372,13.0087,1377.39
2016-02-10,2180.61,2.299,12.9658,1356.19
2016-02-11,2167.94,2.36,13.0435,1341.19
2016-02-12,2164.29,2.35,12.9489,1330.9
2016-02-15,2154.51,2.36,12.7224,1329.39
2016-02-16,2142.71,2.358,12.7032,1317.71
2016-02-17,2161.85,2.343,12.6917,1322.13
2016-02-18,2170.45,2.323,12.7047,1319.77
2016-02-19,2156.33,2.335,12.7707,1320.29
2016-02-22,2176.69,2.282,12.8289,1334.31
2016-02-23,2184.26,2.308,12.8531,1320.6
2016-02-24,2202.97,2.294,12.9622,1325.99
2016-02-25,2217.77,2.254,12.8261,1326.22
2016-02-26,2200.34,2.239,12.8725,1322.64
2016-02-29,2188.92,2.283,12.9301,1333.62
2016-03-01,2206.22,2.264,12.8195,1344.62
2016-03-02,2220.62,2.276,12.6863,1333.61
2016-03-03,2221.04,2.251,12.6213,1331.83
2016-03-04,2224.54,2.278,12.564,1335.6
2016-03-07,2254.05,2.302,12.6314,1332.72
2016-03-08,2241.65,2.366,12.5782,1340.16
2016-03-09,2254.85,2.36,12.504,1343.96
2016-03-10,2251.19,2.384,12.4516,1366.72
2016-03-11,2247.2,2.387,12.5505,1348.43
2016-03-14,2272.93,2.433,12.5526,1347.35
2016-03-15,2292.69,2.407,12.5379,1336.78
2016-03-16,2312.34,2.434,12.5292,1344.47
2016-03-17,2343.66,2.427,12.6441,1325.44
2016-03-18,2345.09,2.425,12.579,1329.98
2016-03-21,2362.09,2.428,12.6963,1322.85
2016-03-22,2355.71,2.437,12.7161,1314.54
2016-03-23,2364.31,2.433,12.7028,1297.92
2016-03-24,2362.17,2.44,12.9282,1292.89
2016-03-25,2365.41,2.496,12.834,1305.96
2016-03-28,2380.49,2.53,12.8033,1306.06
2016-03-29,2362.03,2.561,12.6944,1313.85
2016-03-30,2412.94,2.545,12.7803,1334.08
2016-03-31,2389.74,2.514,12.9334,1337.66
2016-04-01,2361.85,2.547,13.0865,1331.34
2016-04-04,2390.31,2.578,13.2001,1337.36
2016-04-05,2410.28,2.629,13.1829,1331.22
2016-04-06,2426.34,2.608,13.1503,1325.59
2016-04-07,2442.61,2.6,12.9984,1307.97
2016-04-08,2443.29,2.543,13.1861,1319.32
2016-04-11,2422.43,2.529,13.2305,1315.13
2016-04-12,2425.24,2.564,13.1861,1317.69
2016-04-13,2409.83,2.548,13.3103,1305.85
2016-04-14,2434.42,2.57,13.221,1311.38
2016-04-15,2431.82,2.564,13.2597,1302.81
2016-04-18,2412.79,2.575,13.2448,1301.54
2016-04-19,2406.01,2.535,13.3052,1312.25
2016-04-20,2416.93,2.538,13.3003,1322.02
2016-04-21,2404.31,2.434,13.167,1322.16
2016-04-22,2385.57,2.427,13.175,1301.67
2016-04-25,2392.35,2.37,13.2732,1337.61
2016-04-26,2399.18,2.412,13.2715,1359.2
2016-04-27,2388.0,2.44,13.3448,1368.48
2016-04-28,2377.73,2.456,13.2485,1359.65
2016-04-29,2384.21,2.509,13.2472,1358.66
2016-05-02,2350.87,2.476,13.1904,1352.44
2016-05-03,2318.94,2.537,13.2606,1368.32
2016-05-04,2303.26,2.57,13.2646,1371.97
2016-05-05,2299.27,2.562,13.3299,1362.73
2016-05-06,2307.35,2.601,13.4329,1357.38
2016-05-09,2342.58,2.563,13.4992,1371.55
2016-05-10,2363.71,2.534,13.5261,1391.87
2016-05-11,2360.87,2.513,13.433,1411.57
2016-05-12,2361.37,2.494,13.4338,1421.64
2016-05-13,2338.75,2.457,13.3848,1418.84
2016-05-16,2339.25,2.5,13.3537,1378.46
2016-05-17,2333.44,2.491,13.3198,1382.57
2016-05-18,2341.92,2.504,13.2298,1382.96
2016-05-19,2323.56,2.484,13.0508,1385.12
2016-05-20,2336.59,2.42,12.9909,1386.2
2016-05-23,2373.63,2.43,13.0096,1370.17
2016-05-24,2372.0,2.363,12.8884,1377.47
2016-05-25,2382.5,2.36,12.8909,1385.75
2016-05-26,2399.96,2.312,13.0645,1394.7
2016-05-27,2391.31,2.382,13.1595,1407.06
2016-05-30,2397.63,2.414,13.3128,1415.15
2016-05-31,2398.89,2.418,13.3504,1410.36
2016-06-01,2402.2,2.462,13.461,1409.89
2016-06-02,2384.65,2.432,13.394,1411.47
2016-06-03,2386.19,2.452,13.3348,1413.26
2016-06-06,2399.06,2.459,13.0826,1426.44
2016-06-07,2435.1,2.468,13.1928,1435.16
2016-06-08,2459.56,2.512,13.3368,1462.68
2016-06-09,2514.1,2.538,13.2864,1492.47
2016-06-10,2495.88,2.548,13.2638,1493.98
2016-06-13,2518.75,2.49,13.1951,1443.71
2016-06-14,2524.38,2.457,13.2315,1460.31
2016-06-15,2581.31,2.453,13.3372,1453.66
2016-06-16,2561.55,2.456,13.1765,1443.64
2016-06-17,2541.15,2.416,13.2154,1438.91
2016-06-20,2526.97,2.501,13.1909,1433.57
2016-06-21,2474.86,2.554,13.2024,1441.92
2016-06-22,2462.86,2.575,13.246,1422.25
2016-06-23,2445.22,2.578,13.2296,1408.95
2016-06-24,2449.88,2.57,13.2211,1413.73
2016-06-27,2459.25,2.537,13.2023,1422.1
2016-06-28,2506.82,2.54,13.2934,1430.77
2016-06-29,2531.77,2.549,13.3335,1421.09
2016-06-30,2518.22,2.505,13.3551,1409.06
2016-07-01,2496.69,2.517,13.2379,1403.07
2016-07-04,2510.01,2.512,13.2039,1406.52
2016-07-05,2478.08,2.445,13.2883,1425.88
2016-07-06,2524.89,2.415,13.2929,1400.27
2016-07-07,2555.87,2.401,13.3555,1397.91
2016-07-08,2544.93,2.467,13.5227,1381.66
2016-07-11,2502.7,2.486,13.6225,1361.67
2016-07-12,2537.83,2.44,13.6325,1373.99
2016-07-13,2535.94,2.457,13.5849,1381.15
2016-07-14,2568.55,2.403,13.3453,1387.16
2016-07-15,2528.93,2.44,13.3306,1399.13
2016-07-18,2514.83,2.424,13.3013,1393.52
2016-07-19,2515.96,2.421,13.3388,1388.52
2016-07-20,2518.15,2.467,13.3255,1416.53
2016-07-21,2507.85,2.422,13.2967,1413.82
2016-07-22,2524.53,2.373,13.1331,1423.63
2016-07-25,2498.72,2.353,13.048,1424.14
2016-07-26,2496.16,2.389,13.0927,1401.06
2016-07-27,2500.16,2.336,13.252,1375.93
2016-07-28,2514.07,2.237,13.244,1369.19
2016-07-29,2533.03,2.221,13.2755,1382.68
2016-08-01,2505.71,2.241,13.3653,1392.94
2016-08-02,2468.55,2.283,13.2908,1404.87
2016-08-03,2501.29,2.267,13.326,1392.86
2016-08-04,2510.62,2.252,13.2582,1413.69
2016-08-05,2492.89,2.293,13.3397,1401.89
2016-08-08,2532.88,2.227,13.3549,1405.0
2016-08-09,2536.82,2.214,13.3839,1405.29
2016-08-10,2567.94,2.221,13.3119,1403.51
2016-08-11,2570.71,2.236,13.379,1420.95
2016-08-12,2625.28,2.219,13.5768,1412.38
2016-08-15,2672.84,2.22,13.4824,1395.75
2016-08-16,2667.26,2.133,13.4514,1396.42
2016-08-17,2694.38,2.11,13.4743,1391.82
2016-08-18,2712.91,2.126,13.5498,1435.21
2016-08-19,2751.4,2.091,13.4979,1444.41
2016-08-22,2726.06,2.094,13.2339,1439.53
2016-08-23,2745.93,2.109,13.3615,1426.34
2016-08-24,2776.26,2.097,13.4339,1402.83
2016-08-25,2728.95,2.103,13.2721,1390.36
2016-08-26,2697.93,2.07,13.2168,1392.21
2016-08-29,2644.52,2.062,13.3638,1410.64
2016-08-30,2638.46,2.084,13.501,1425.38
2016-08-31,2658.53,2.089,13.591,1428.75
2016-09-01,2699.85,2.069,13.5754,1425.03
2016-09-02,2702.93,2.077,13.5844,1428.91
2016-09-05,2748.41,2.102,13.573,1422.68
2016-09-06,2711.83,2.03,13.6817,1445.29
2016-09-07,2667.09,2.071,13.5992,1443.26
2016-09-08,2666.68,2.059,13.5238,1442.57
2016-09-09,2678.01,2.074,13.6208,1414.51
2016-09-12,2678.2,2.116,13.6177,1412.45
2016-09-13,2624.45,2.068,13.7508,1423.55
2016-09-14,2623.16,2.043,13.6874,1410.36
2016-09-15,2590.2,2.033,13.6833,1401.28
2016-09-16,2608.65,2.006,13.5963,1411.74
2016-09-19,2619.28,2.067,13.5981,1393.52
2016-09-20,2595.81,2.037,13.4592,1407.27
2016-09-21,2583.54,2.017,13.4144,1400.97
2016-09-22,2557.34,2.024,13.2812,1396.5
2016-09-23,2556.76,1.982,13.347,1382.86
2016-09-26,2582.34,1.969,13.4152,1387.99
2016-09-27,2558.03,1.98,13.2547,1419.48
2016-09-28,2571.98,1.968,13.3801,1429.93
2016-09-29,2559.4,1.965,13.6172,1419.28
2016-09-30,2540.21,1.947,13.6227,1434.29
2016-10-03,2538.51,1.894,13.5628,1430.63
2016-10-04,2513.37,1.905,13.8347,1448.88
2016-10-05,2500.49,1.966,13.7086,1459.87
2016-10-06,2471.7,1.967,13.7117,1422.14
2016-10-07,2521.76,1.975,13.73,1409.77
2016-10-10,2523.65,1.999,13.861,1422.23
2016-10-11,2507.06,1.955,13.8971,1424.6
2016-10-12,2513.44,2.015,13.8498,1411.95
2016-10-13,2511.62,2.022,13.7589,1404.35
2016-10-14,2507.08,2.079,13.7272,1380.87
2016-10-17,2523.53,2.053,13.6318,1380.19
2016-10-18,2543.74,2.117,13.6375,1408.35
2016-10-19,2531.29,2.144,13.5848,1419.01
2016-10-20,2517.76,2.163,13.4446,1447.7
2016-10-21,2511.85,2.172,13.5643,1459.68
2016-10-24,2455.67,2.163,13.5182,1473.68
2016-10-25,2419.71,2.205,13.3998,1500.55
2016-10-26,2454.0,2.21,13.3851,1506.1
2016-10-27,2495.7,2.141,13.3926,1504.02
2016-10-28,2490.49,2.102,13.2309,1518.52
2016-10-31,2505.89,2.096,13.2627,1538.98
2016-11-01,2514.71,2.107,13.1669,1532.81
2016-11-02,2594.37,2.105,13.3266,1523.34
2016-11-03,2624.63,2.147,13.3767,1525.7
2016-11-04,2622.32,2.079,13.3403,1537.62
2016-11-07,2598.43,2.084,13.272,1549.17
2016-11-08,2558.04,2.021,13.2633,1529.9
2016-11-09,2564.27,2.047,13.3214,1556.92
2016-11-10,2545.97,2.044,13.3201,1548.42
2016-11-11,2511.02,2.059,13.3009,1545.2
2016-11-14,2495.84,2.029,13.3074,1533.16
2016-11-15,2469.98,2.074,13.2523,1571.32
2016-11-16,2513.01,2.11,13.2216,1575.22
2016-11-17,2536.27,2.13,13.031,1563.67
2016-11-18,2537.09,2.126,13.1212,1576.34
2016-11-21,2575.94,2.146,13.1497,1587.77
2016-11-22,2578.97,2.122,13.0797,1585.57
2016-11-23,2557.88,2.152,13.2558,1598.09
2016-11-24,2598.17,2.209,13.265,1586.74
2016-11-25,2613.26,2.247,13.1701,1580.19
2016-11-28,2587.33,2.221,13.2504,1552.32
2016-11-29,2583.44,2.234,13.2885,1534.39
2016-11-30,2561.94,2.189,13.3263,1560.03
2016-12-01,2527.77,2.209,13.2877,1583.72
2016-12-02,2552.31,2.225,13.3307,1585.13
2016-12-05,2602.55,2.159,13.3074,1609.52
2016-12-06,2567.44,2.119,13.3603,1607.68
2016-12-07,2582.96,2.109,13.1844,1604.65
2016-12-08,2567.24,2.099,13.1455,1605.95
2016-12-09,2555.79,2.056,13.306,1604.62
2016-12-12,2541.71,2.07,13.2358,1602.0
2016-12-13,2520.85,2.079,13.181,1619.05
2016-12-14,2523.08,2.072,13.1408,1621.73
2016-12-15,2503.2,2.046,13.0306,1632.65
2016-12-16,2510.99,2.082,12.8317,1648.37
2016-12-19,2510.73,2.14,12.812,1654.64
2016-12-20,2505.74,2.123,12.8253,1640.74
2016-12-21,2484.09,2.102,12.8216,1621.37
2016-12-22,2470.8,2.119,12.8096,1624.03
2016-12-23,2490.53,2.107,12.8145,1622.02
2016-12-26,2504.04,2.102,12.9076,1623.78
2016-12-27,2480.67,2.128,12.8914,1624.03
2016-12-28,2484.13,2.061,12.8408,1662.74
2016-12-29,2503.86,2.107,12.8165,1643.44
2016-12-30,2463.4,2.11,12.8697,1614.76
2017-01-02,2477.81,2.096,12.9985,1620.08
2017-01-03,2462.43,2.093,12.9425,1615.08
2017-01-04,2477.51,2.091,12.9525,1620.17
2017-01-05,2459.66,2.031,12.9843,1629.2
2017-01-06,2416.63,2.083,12.8954,1648.63
2017-01-09,2378.57,2.085,12.8983,1626.9
2017-01-10,2380.66,2.1,12.7677,1619.26
2017-01-11,2387.81,2.134,12.6115,1626.01
2017-01-12,2367.26,2.098,12.645,1637.81
2017-01-13,2383.38,2.114,12.612,1670.97
2017-01-16,2345.04,2.105,12.6309,1685.91
2017-01-17,2344.43,2.135,12.6304,1685.55
2017-01-18,2317.14,2.06,12.5453,1672.6
2017-01-19,2303.0,2.057,12.5424,1664.63
2017-01-20,2305.02,2.036,12.4356,1656.27
2017-01-23,2286.18,2.051,12.5582,1666.56
2017-01-24,2278.32,2.068,12.4406,1670.92
